order_id,customer_id,restaurant_id,order_date,day_of_week,meal_time,status,items_count,subtotal,tax,delivery_fee,tip,promo_discount,total,payment_method
f5e5c956-4bbb-43a7-8f93-27dec64a7c91,a9ff8e4f-1e6d-4ed7-92f7-68aab9c5b2c9,54775fe0-d6c4-480f-abc8-9679fb94dfa0,2023-03-24 22:49:30,Monday,Late Night,Completed,2,23.08,1.85,4.99,3.5,0.0,33.42,Apple Pay
90f11d2a-70be-41ae-8bad-e539fa5b3b10,10665875-5868-4390-80d7-381856302b47,69ef8a7c-4d12-4b57-b165-4a06225addab,2023-02-07 12:55:46,Friday,Lunch,Completed,2,28.2,2.26,3.99,4.04,0.0,38.49,Credit Card
2024b8fb-a87e-44c8-a1fc-d12df020d2d9,8e4f73c5-26d0-486b-8d9b-ce0566cb99da,6567482a-5657-4783-9313-289db98d4383,2023-06-10 12:11:49,Saturday,Lunch,Completed,3,40.89,3.27,5.99,6.17,0.0,56.32000000000001,Credit Card
79ba954e-156c-48b9-8774-500d062ca5ac,c2e0265b-b03e-4488-92c0-86d689a889e9,a740faea-2d85-43f9-9252-744ced447767,2023-01-17 14:18:51,Friday,Lunch,Completed,2,33.16,2.65,5.99,6.47,0.0,48.269999999999996,PayPal
0b381df6-2e41-4336-86bd-1d859fce2fb9,780afb5b-05e5-4c4b-9c7b-94a9763f3ef6,339b212d-0335-449a-a374-8247a4710fef,2023-12-17 15:41:17,Saturday,Afternoon,Completed,3,80.78,6.46,6.99,19.16,0.0,113.38999999999999,Debit Card
e7c3507f-a3c4-4a44-9b1f-2a924415e9a3,ed56517f-c1b8-4ac5-a1b3-6f92592774c4,42d698de-10eb-434b-b823-cccfb6ab46c8,2023-09-30 13:57:42,Saturday,Lunch,Completed,4,37.78,3.02,3.99,5.69,0.0,50.480000000000004,Credit Card
cfe833b5-82ef-46b9-96cc-b87d49faa540,d3af4e31-6bd7-4c53-864c-39b653f1c7fe,9abd0cd4-be34-44bd-9bce-ff2ec59e49e7,2023-07-01 20:07:56,Sunday,Dinner,Completed,2,82.88,6.63,7.99,7.88,0.0,105.37999999999998,Debit Card
6f6a65c4-cedc-4162-9994-241dd118d402,1391e07b-8261-4119-b615-419b53375c64,4fea8353-ed61-4e1f-8946-04f7b87ab249,2023-09-22 14:47:48,Friday,Lunch,Completed,3,21.22,1.7,0.0,1.91,0.0,24.83,Credit Card
cfeb39f0-97b9-4851-949d-4aa971ce2dc4,4ba3d87d-4291-4ac0-b9a1-f4cd7298384f,c4429a43-1837-4207-8470-63c95b9b1b21,2023-08-11 09:56:44,Sunday,Breakfast,Cancelled,3,23.08,1.85,4.99,1.44,0.0,31.360000000000003,Credit Card
2525adbd-e0e3-4556-9c3e-18815da6a994,fb69d161-f779-48b0-8635-af927acea646,9abd0cd4-be34-44bd-9bce-ff2ec59e49e7,2023-03-22 05:51:11,Thursday,Late Night,Completed,2,86.68,6.93,0.0,10.78,0.0,104.39000000000001,Apple Pay
b057d9d8-76f7-4f0d-81de-5617c243edb7,18ec675b-bfff-497d-b482-1222a8dae2e8,4739a2fd-3e9c-4f68-8fed-96370dade7d3,2023-08-29 09:02:55,Thursday,Breakfast,Completed,3,105.42,8.43,7.99,5.87,0.0,127.71,PayPal
e7fedc0e-743a-4f62-9ec5-39705ebd7a71,c8f12958-306e-415b-8ecd-078c1b3b1076,154d6c49-f32b-4d55-af56-2917c59db3ff,2023-09-01 13:42:57,Monday,Lunch,Cancelled,3,36.96,2.96,5.99,5.28,7.39,43.800000000000004,Debit Card
5918655d-4dc1-413a-8704-196e69855550,dacec5e3-8b63-4938-8a01-bfea705537dc,a740faea-2d85-43f9-9252-744ced447767,2023-04-05 04:33:45,Wednesday,Late Night,Completed,3,43.41,3.47,0.0,6.29,0.0,53.169999999999995,PayPal
86340c1b-c4be-40f8-94e2-03df0d3160bb,339af293-b858-44e8-a37d-cde27e0413f3,623d9841-0c83-4cfe-8958-cc408bb95c24,2023-10-20 14:28:54,Thursday,Lunch,Completed,2,108.02000000000001,8.64,7.99,17.7,0.0,142.35,Credit Card
fd972bf7-b844-4706-bbc7-1e67235bae9c,808d78b6-c1b7-4f30-aa44-87be4451f583,ab7fd423-ee82-4286-949c-bfc28daac20c,2023-12-06 13:04:54,Friday,Lunch,Completed,3,23.259999999999998,1.86,2.99,4.83,4.65,28.29,Credit Card
71a836bf-d8f7-406d-bd30-4687bfd830fe,ed5b455d-b22f-4d52-9265-55ad3f7f6916,8a9e374d-f43e-44b2-bd9f-7de626ce6211,2023-09-19 17:12:53,Sunday,Dinner,Completed,3,22.09,1.77,4.99,4.42,0.0,33.27,Debit Card
04960922-4822-4a3e-98d4-a193b992cd64,9e8604f1-18f6-4e3b-b48d-c0a4d163cda0,bfad0e0f-cb22-4e53-b38e-e310e97462f4,2023-03-19 19:03:27,Wednesday,Dinner,Cancelled,4,39.16,3.13,0.0,1.33,0.0,43.62,Credit Card
1c07ded4-c02b-45bd-8b8d-0edb4a7f1efc,9dad67c3-4e17-40ef-8d21-659947776d9c,c2303ef8-b86d-4b54-a114-d1762a47fc54,2023-05-05 20:37:10,Sunday,Dinner,Completed,4,39.019999999999996,3.12,2.99,7.22,0.0,52.349999999999994,Credit Card
cad7623a-d6e6-49f0-b887-33b15496b583,d3af4e31-6bd7-4c53-864c-39b653f1c7fe,3423197e-149d-4ace-ad33-f2ff4b16a1c2,2023-03-05 15:56:39,Thursday,Afternoon,Completed,5,81.75,6.54,5.99,9.53,0.0,103.81,Credit Card
6bf34f42-43bb-4ac8-a5a6-4c06ab8a6054,e9303c2c-01a4-47d4-a9ab-5ee96dcf9106,7a69b43e-40d3-473f-aa9c-cf21eed26396,2023-08-10 08:53:40,Saturday,Breakfast,Completed,2,65.09,5.21,7.99,13.61,0.0,91.89999999999999,Credit Card
fe5003dc-3f42-4818-b4e5-cf583e86a3bb,14c40f52-4fd2-4dbb-a9f1-5dc75fd5cfc2,42d698de-10eb-434b-b823-cccfb6ab46c8,2023-05-17 21:38:52,Thursday,Dinner,Completed,3,31.36,2.51,5.99,4.63,0.0,44.49,Debit Card
41222d72-3461-4307-9428-7408f1df76b7,03af2a73-c7e1-4a35-82ee-4d3001d87c9f,41a01e4b-2a59-4f07-9738-a0eb351765e0,2023-01-21 14:36:50,Thursday,Lunch,Completed,3,42.99,3.44,3.99,9.76,0.0,60.18,Credit Card
a77b45d8-4fa3-43ae-a83d-e75e101c59a8,37671603-743b-4293-87e1-fa63ea552891,c4429a43-1837-4207-8470-63c95b9b1b21,2023-06-26 11:20:17,Sunday,Lunch,Refunded,5,38.65,3.09,2.99,3.88,0.0,48.61,Credit Card
4aec8aec-98ba-45d9-a0aa-7fecc4254d55,24b5bb0b-4c58-45b4-b05f-a8bf6f72add9,cbc01602-fd7f-4dc6-9791-4ba2ab5e2a12,2023-04-06 20:22:16,Friday,Dinner,Completed,2,89.11,7.13,0.0,0.35,0.0,96.58999999999999,Credit Card
c1bbbf6d-50b1-42b7-b766-f5577d9793bd,9b910618-2e48-4e22-bca7-6f83c50653b8,42d698de-10eb-434b-b823-cccfb6ab46c8,2023-12-23 10:58:05,Thursday,Breakfast,Completed,2,27.5,2.2,5.99,2.73,0.0,38.419999999999995,Credit Card
23658d4b-2b5a-4e1c-8984-bd2a9e230847,ba0fc79b-8e67-40da-aa91-3ff78b499f18,623d9841-0c83-4cfe-8958-cc408bb95c24,2023-04-26 12:42:02,Thursday,Lunch,Completed,2,126.09,10.09,0.0,27.59,0.0,163.77,Credit Card
14eb9bb7-12a6-4c22-b507-c11b2a1725bb,808d78b6-c1b7-4f30-aa44-87be4451f583,a740faea-2d85-43f9-9252-744ced447767,2023-10-12 14:40:12,Thursday,Lunch,Completed,1,16.95,1.36,5.99,3.38,0.0,27.679999999999996,Credit Card
fb134b7d-883d-498b-b26a-9c4a114da620,72d59c8f-c3eb-4aa4-a1b7-bde2e86664af,44a20668-8f69-4d6b-8ea9-bdb936ed084c,2023-05-01 07:20:22,Sunday,Breakfast,Refunded,2,71.03,5.68,0.0,17.42,0.0,94.13000000000001,Credit Card
07555c84-50c0-48bd-8583-845405113644,67635d2a-4e38-474d-a50b-f33732a83c8b,68fa082a-2602-4d81-a366-54ed5e638185,2023-12-26 15:29:14,Saturday,Afternoon,Completed,2,26.37,2.11,5.99,3.69,0.0,38.16,Debit Card
5855499d-3edc-476d-8274-f422f885a679,9a48f22c-b897-43bf-8eee-a8b949a362b4,ebe1a30e-a1ab-43cf-a384-e9d31e4e62e9,2023-10-19 10:31:46,Saturday,Breakfast,Completed,3,79.78,6.38,6.99,13.91,0.0,107.05999999999999,Credit Card
119635de-5dc5-45dc-b113-8e70a70dc83c,ed56517f-c1b8-4ac5-a1b3-6f92592774c4,623d9841-0c83-4cfe-8958-cc408bb95c24,2023-11-09 11:49:48,Sunday,Lunch,Completed,3,185.34,14.83,5.99,27.87,0.0,234.03000000000003,Debit Card
7faa36d2-e72e-4ca3-9694-d131d99e59a5,a95810ef-c8b1-4e48-9da6-9e7b8359c6b8,feb9feaf-593f-4eaf-a5e3-25f6cb53293c,2023-07-28 08:11:30,Thursday,Breakfast,Completed,5,71.89,5.75,0.0,17.71,0.0,95.35,PayPal
d2f8e176-551b-4976-84ee-45295c72e2f9,b1ca4ada-6b34-475d-b3e0-02c3842fa662,154d6c49-f32b-4d55-af56-2917c59db3ff,2023-10-18 23:11:04,Sunday,Late Night,Cancelled,3,36.96,2.96,5.99,1.63,0.0,47.540000000000006,Credit Card
2a4f048b-a9dc-408b-91b6-636782444570,ec02311a-6dfa-420d-a36f-c96883e9ce98,b329a2af-b049-46f3-9804-353d805bec89,2023-03-03 07:37:18,Sunday,Breakfast,Completed,2,18.28,1.46,2.99,4.2,0.0,26.930000000000003,Debit Card
445e3297-1eef-4a68-9671-d2c3caa098e5,9fb34b00-ac17-4fa4-8a3f-3932b1734cdc,ab7fd423-ee82-4286-949c-bfc28daac20c,2023-06-23 14:12:09,Friday,Lunch,Completed,2,15.370000000000001,1.23,4.99,3.24,0.0,24.830000000000005,Credit Card
bd652ffe-79ea-4213-8a08-7da01ab3f79d,23f28a05-d2ec-47dd-9cee-430268d7e230,6567482a-5657-4783-9313-289db98d4383,2023-12-26 18:18:25,Friday,Dinner,Completed,3,43.44,3.48,5.99,0.89,8.69,45.11,Credit Card
595c83a6-8bd9-411c-a399-7d15dc12b7a6,b88a8a60-c06e-4c9a-97f1-db74df011656,7949e586-fe09-46d3-bc8d-0cc48997ec69,2023-02-15 21:34:37,Monday,Dinner,Completed,2,26.46,2.12,5.99,2.55,0.0,37.12,Credit Card
d958ff5a-9240-4f14-a665-a257de8b29de,1391e07b-8261-4119-b615-419b53375c64,d4cff1ca-42df-4a86-9062-136e00f11750,2023-09-18 07:06:44,Sunday,Breakfast,Completed,5,51.08,4.09,4.99,0.58,0.0,60.74,Credit Card
f12ee06e-1eb6-4d95-a0d1-3e443652034b,2ac50d10-5b0c-4d24-a716-f62983328236,bfad0e0f-cb22-4e53-b38e-e310e97462f4,2023-05-07 13:13:59,Tuesday,Lunch,Completed,4,35.74,2.86,2.99,7.53,0.0,49.120000000000005,Apple Pay
f8a2e9ea-4468-4f70-acb7-d0585852c295,31d4dba1-8451-451c-9bca-c870c788d7d7,8a9e374d-f43e-44b2-bd9f-7de626ce6211,2023-09-08 13:43:34,Sunday,Lunch,Completed,2,12.33,0.99,0.0,0.81,0.0,14.13,Credit Card
42f0092f-9f27-4d16-a7f7-aa632c84e36d,16bf5ba4-1c5b-4dd1-bc7c-5e6f0f2342eb,42287ad2-da2f-46da-b0e3-d56db981db62,2023-01-19 06:53:06,Friday,Breakfast,Completed,1,63.73,5.1,0.0,6.95,0.0,75.78,Debit Card
7e3970d6-d203-47d8-96ee-bc9da7554e43,b16f512c-7c7e-4bd1-92d5-574627c4f4a9,3ea55e95-5c55-485d-867e-133f00da162e,2023-09-15 17:36:13,Saturday,Dinner,Completed,4,38.0,3.04,4.99,0.54,0.0,46.57,Apple Pay
4f7d5a3e-da0f-4546-8d4f-2e348f129684,67635d2a-4e38-474d-a50b-f33732a83c8b,c4429a43-1837-4207-8470-63c95b9b1b21,2023-03-24 06:26:20,Wednesday,Breakfast,Completed,2,18.08,1.45,4.99,0.17,0.0,24.689999999999998,PayPal
fb5d5426-8b07-4266-888a-97b2fca9beef,b16f512c-7c7e-4bd1-92d5-574627c4f4a9,68fa082a-2602-4d81-a366-54ed5e638185,2023-04-25 09:59:34,Tuesday,Breakfast,Completed,4,60.410000000000004,4.83,5.99,3.78,0.0,75.01,Debit Card
61f49a5f-b6b9-44ca-96de-80ae5f64eb78,780afb5b-05e5-4c4b-9c7b-94a9763f3ef6,ebe1a30e-a1ab-43cf-a384-e9d31e4e62e9,2023-07-08 11:29:51,Sunday,Lunch,Completed,1,25.25,2.02,4.99,0.79,0.0,33.05,Apple Pay
70fb7d3f-c59d-4d77-a163-beea4f5f785d,9874c631-97b7-4783-9c76-67e66dfb52a2,42287ad2-da2f-46da-b0e3-d56db981db62,2023-08-20 13:42:29,Friday,Lunch,Completed,2,66.24,5.3,7.99,3.22,0.0,82.74999999999999,Credit Card
844d3118-811c-4eeb-858c-8c1880748b93,9dad67c3-4e17-40ef-8d21-659947776d9c,cd03d8e9-b448-4cdf-a391-551add78c13f,2023-11-26 06:34:25,Thursday,Breakfast,Completed,3,27.49,2.2,2.99,1.49,0.0,34.17,PayPal
4dcce8d7-51fe-4340-9468-9c3aa44927fe,9653b180-1aa2-48a0-983a-249dff1b63c9,42287ad2-da2f-46da-b0e3-d56db981db62,2023-12-15 18:09:25,Wednesday,Dinner,Completed,3,92.61999999999999,7.41,0.0,21.6,0.0,121.63,Apple Pay
40ecb54e-b9eb-4ee4-9c39-e3b6f1b79fc4,8e4f73c5-26d0-486b-8d9b-ce0566cb99da,cbc01602-fd7f-4dc6-9791-4ba2ab5e2a12,2023-02-16 12:13:57,Thursday,Lunch,Completed,2,84.61,6.77,5.99,9.45,0.0,106.82,Debit Card
53eba271-74e5-42b5-9a03-ecb37592c652,b88a8a60-c06e-4c9a-97f1-db74df011656,9abd0cd4-be34-44bd-9bce-ff2ec59e49e7,2023-03-23 16:44:40,Saturday,Afternoon,Completed,3,161.70999999999998,12.94,5.99,1.59,0.0,182.23,Credit Card
e3530a15-ed29-4714-bd1f-6ac031dcc313,fc581f15-de8f-4d30-b241-5670f502e11d,44a20668-8f69-4d6b-8ea9-bdb936ed084c,2023-08-18 19:05:42,Friday,Dinner,Completed,2,57.36,4.59,6.99,2.14,0.0,71.08,Credit Card
70237d6a-a12a-4ed7-8679-14cb41788fa7,d49488e7-4114-4c2f-b3fb-2e1b1294fe30,01b7f696-29e2-4e7f-9a95-ede2605afd62,2023-02-12 16:10:51,Sunday,Afternoon,Completed,2,10.1,0.81,2.99,0.06,0.0,13.96,Debit Card
4d3ae002-97d2-4a97-b48a-7b03c828a8d3,3b23f79a-6e06-43da-a863-bc6f4602dcf3,42d698de-10eb-434b-b823-cccfb6ab46c8,2023-12-03 11:08:05,Wednesday,Lunch,Completed,3,24.77,1.98,3.99,2.91,0.0,33.650000000000006,Credit Card
0c1feb8b-f726-4e9f-a958-c799e445eb17,5f27addf-ec5c-40b5-82b5-ef9c425e8f32,bfad0e0f-cb22-4e53-b38e-e310e97462f4,2023-06-27 16:05:12,Thursday,Afternoon,Completed,3,25.79,2.06,0.0,0.73,0.0,28.58,Credit Card
78cbb04a-5daa-4be9-bd32-1fd512ef3929,ad814150-d105-40cf-ae82-0f5e6c160c49,42d698de-10eb-434b-b823-cccfb6ab46c8,2023-06-24 20:40:37,Monday,Dinner,Completed,3,18.57,1.49,5.99,3.46,3.71,25.799999999999997,Credit Card
63bf7170-51e8-4be3-ad0a-06459b7b78d9,8badd0e8-547d-4a92-8dbe-60af8402c8bc,cd03d8e9-b448-4cdf-a391-551add78c13f,2023-12-29 13:46:45,Sunday,Lunch,Completed,2,16.02,1.28,0.0,0.7,0.0,18.0,Credit Card
70588333-0bc9-4ca3-8319-90125c3261fb,f72368bc-318d-498f-8ef0-93466f940369,4fea8353-ed61-4e1f-8946-04f7b87ab249,2023-06-14 21:18:25,Tuesday,Dinner,Completed,1,5.82,0.47,0.0,1.2,0.0,7.49,Credit Card
cf3b37be-d624-48b6-a941-ba168cf2e140,ba0fc79b-8e67-40da-aa91-3ff78b499f18,e7511a09-d43c-4b5f-9058-3403c6a2f57e,2023-03-24 15:39:04,Wednesday,Afternoon,Completed,4,38.81,3.1,4.99,3.09,0.0,49.99000000000001,Debit Card
0f8e638e-2ff8-4724-99e4-8c4cdf840b42,c8f12958-306e-415b-8ecd-078c1b3b1076,cd03d8e9-b448-4cdf-a391-551add78c13f,2023-06-03 22:02:34,Thursday,Late Night,Completed,3,24.83,1.99,0.0,2.5,0.0,29.319999999999997,Apple Pay
1cc2a8fd-6eee-4eca-8261-c91580d37324,8e4f73c5-26d0-486b-8d9b-ce0566cb99da,547a2699-78dd-44fe-8b7e-51bd349c71b2,2023-07-07 18:09:50,Tuesday,Dinner,Completed,2,82.34,6.59,4.99,6.94,10.0,90.86,Credit Card
79d614e5-5b43-425b-b48f-1ab7f6e2b489,3582f8bb-f707-4bdd-8fcc-08439be95acb,bfad0e0f-cb22-4e53-b38e-e310e97462f4,2023-09-13 11:22:54,Friday,Lunch,Completed,4,20.0,1.6,4.99,4.02,0.0,30.610000000000003,Credit Card
b4a50e8f-eea4-4d79-b5ca-18cf9122add8,19e9b500-10e6-4fca-acaf-b2df722c767e,ebe1a30e-a1ab-43cf-a384-e9d31e4e62e9,2023-12-19 23:23:36,Thursday,Late Night,Completed,3,86.65,6.93,4.99,19.84,0.0,118.41000000000001,Credit Card
d112cf48-f885-47f3-9d3f-26a29f0cd1c6,18ec675b-bfff-497d-b482-1222a8dae2e8,def18886-949c-450c-ab0d-ba36271be381,2023-04-28 14:56:52,Friday,Lunch,Completed,4,27.82,2.23,0.0,4.19,0.0,34.24,Credit Card
ac72a5ba-6016-44af-8e5d-f04ace4fd964,69e51cfe-8032-434b-bf38-13d46c349b50,3423197e-149d-4ace-ad33-f2ff4b16a1c2,2023-07-02 19:31:09,Monday,Dinner,Completed,3,63.14,5.05,5.99,9.43,10.0,73.60999999999999,Debit Card
07f68088-61b3-4695-8a45-9f36dcb45790,ad814150-d105-40cf-ae82-0f5e6c160c49,ebe1a30e-a1ab-43cf-a384-e9d31e4e62e9,2023-03-15 20:05:01,Wednesday,Dinner,Completed,5,122.88,9.83,4.99,28.78,0.0,166.48000000000002,Cash
5a29672c-2ace-4993-b89e-61c9e593e53f,3a0d16d6-7cce-4590-bc60-5477bf02028c,cbc01602-fd7f-4dc6-9791-4ba2ab5e2a12,2023-11-27 11:41:11,Saturday,Lunch,Completed,5,219.57000000000002,17.57,5.99,3.73,0.0,246.86,Debit Card
6992ac4e-9fb6-49a8-a652-5ed17d5b1dae,14f51256-6a2a-48f0-9379-528fa926ac24,52fe068f-cc65-495f-b26b-79183a8771d3,2023-07-22 07:28:52,Saturday,Breakfast,Completed,2,72.53999999999999,5.8,4.99,12.4,10.0,85.72999999999999,Apple Pay
35450bc0-7a3c-4f0c-a801-fdcc106a6fa2,a95810ef-c8b1-4e48-9da6-9e7b8359c6b8,7014848d-ee43-49c9-a00a-9a531d609cf5,2023-03-12 14:01:20,Sunday,Lunch,Completed,4,32.94,2.64,0.0,0.3,0.0,35.879999999999995,Credit Card
c40ac28a-d9eb-4197-9a25-7a1e81d2d705,5e390644-f85f-4646-94cb-fca7353001e7,54775fe0-d6c4-480f-abc8-9679fb94dfa0,2023-10-12 12:48:24,Wednesday,Lunch,Completed,3,30.06,2.4,0.0,0.22,0.0,32.68,Credit Card
774cd30f-72f5-4125-9f36-d10c116d64f9,16bf5ba4-1c5b-4dd1-bc7c-5e6f0f2342eb,def18886-949c-450c-ab0d-ba36271be381,2023-06-02 19:29:37,Friday,Dinner,Completed,4,21.27,1.7,0.0,1.15,0.0,24.119999999999997,Debit Card
ca7af86f-c645-46a0-b796-48c3d55b6841,39cdb981-9d78-475d-9c28-e9cc332217c0,def18886-949c-450c-ab0d-ba36271be381,2023-12-08 06:54:39,Friday,Breakfast,Completed,2,12.96,1.04,4.99,1.44,0.0,20.430000000000003,Credit Card
390f97c1-be8e-40d7-b0dd-6f4563e35ddf,19387edb-4181-4728-bd17-8841816f082d,feb9feaf-593f-4eaf-a5e3-25f6cb53293c,2023-05-24 11:57:01,Thursday,Lunch,Completed,3,28.799999999999997,2.3,5.99,0.87,0.0,37.959999999999994,Debit Card
a9b94385-a1d9-43ab-a989-37b463a99e16,253bdc9a-0dde-4c54-9548-d7298973c1b9,96db5cfe-8ad8-4367-8d48-386fdfde9780,2023-12-22 10:30:17,Sunday,Breakfast,Completed,4,79.97,6.4,6.99,9.31,0.0,102.67,Credit Card
509e654d-e2f7-4696-9f22-f884e5467c4b,ef3f9c35-2884-4189-96b7-e535e143fc3c,3423197e-149d-4ace-ad33-f2ff4b16a1c2,2023-12-20 23:35:00,Tuesday,Late Night,Completed,1,17.05,1.36,5.99,0.2,0.0,24.599999999999998,Credit Card
6655de7a-8d1d-4c33-a3db-cbd9fd3c262d,39cdb981-9d78-475d-9c28-e9cc332217c0,547a2699-78dd-44fe-8b7e-51bd349c71b2,2023-12-04 16:47:35,Tuesday,Afternoon,Completed,2,81.21,6.5,6.99,15.58,10.0,100.27999999999999,Debit Card
8f08356d-0ab2-4e8d-8f17-d6f90f6a4280,9989072b-5c34-4ef8-b5c6-5fbb8edf5cb2,e65b7ee9-1f6d-4765-9646-e387215680af,2023-05-10 14:28:59,Monday,Lunch,Completed,1,19.6,1.57,4.99,2.48,0.0,28.640000000000004,Credit Card
4ee8bb92-9bef-4042-ab74-6a49041d09b7,9b910618-2e48-4e22-bca7-6f83c50653b8,9abd0cd4-be34-44bd-9bce-ff2ec59e49e7,2023-03-23 14:05:50,Sunday,Lunch,Completed,2,79.36,6.35,7.99,11.42,0.0,105.11999999999999,Cash
6afc6216-5dfc-407d-b486-32fe6c647526,528753e8-8033-4571-b471-7d142c88546d,547a2699-78dd-44fe-8b7e-51bd349c71b2,2023-06-16 14:14:59,Friday,Lunch,Completed,3,64.43,5.15,0.0,2.51,0.0,72.09000000000002,Debit Card
9288ecc4-c514-4a83-9631-4c33b9978b6d,81c4eb1c-3aa9-480c-a4d9-f8f3c589690b,54775fe0-d6c4-480f-abc8-9679fb94dfa0,2023-06-06 12:34:25,Saturday,Lunch,Cancelled,4,36.65,2.93,0.0,6.23,7.33,38.480000000000004,Credit Card
f592a6c4-6b5f-42e6-b87f-42a0d02fdf3f,ed56517f-c1b8-4ac5-a1b3-6f92592774c4,339b212d-0335-449a-a374-8247a4710fef,2023-11-11 23:01:31,Friday,Late Night,Completed,3,76.58,6.13,6.99,11.24,0.0,100.93999999999998,PayPal
9da70a09-f7c4-40d3-aa94-f7b5790a1590,67fe33ca-9468-4b71-b935-6cfa141ddcaf,cbc01602-fd7f-4dc6-9791-4ba2ab5e2a12,2023-02-17 17:29:46,Wednesday,Dinner,Completed,4,143.96,11.52,7.99,16.24,0.0,179.71000000000004,Debit Card
53b5f13f-8cce-4b76-8705-8277bbd1ff59,3e83d9b1-3b2e-453b-bd42-90ed94cbb7c7,e022c067-fc2d-4209-898c-68398e8e86f5,2023-01-25 20:11:07,Saturday,Dinner,Completed,1,26.83,2.15,7.99,2.22,5.37,33.82,Credit Card
3aa68edf-1fec-4ff7-bfdb-a7600eafa674,47bbbbc9-82f5-4819-96c0-454e089ade99,339b212d-0335-449a-a374-8247a4710fef,2023-12-01 07:14:24,Thursday,Breakfast,Completed,1,17.0,1.36,6.99,1.89,0.0,27.240000000000002,PayPal
4fa432d9-99eb-4e47-820d-6a3ab75aafa3,6adfd200-6ea9-4d53-829f-c52574147be4,209519ca-68e4-408c-adec-2269127a180a,2023-11-06 14:01:31,Sunday,Lunch,Completed,2,18.34,1.47,4.99,0.15,0.0,24.949999999999996,Credit Card
88989a8b-511a-4a70-9b1c-6d2ebb04a39b,b09b264d-682d-4179-a5aa-5413d3fbf8c2,c381bf47-ffe9-4b70-9f84-6cd190f496e7,2023-05-05 12:42:01,Thursday,Lunch,Completed,3,25.63,2.05,4.99,4.21,0.0,36.88,Debit Card
42819418-b939-41d8-aee0-b9adaf292e4f,2f51e328-059e-4288-a2b6-1a96b194a4bf,f7613c51-110f-4aed-ad31-cc087ade5110,2023-09-26 07:20:33,Monday,Breakfast,Completed,2,10.84,0.87,4.99,1.3,2.17,15.83,PayPal
38c1df75-a14a-449b-aca4-0e5cae0aac10,5bce89fa-8beb-4364-a68d-247ac39117f4,a740faea-2d85-43f9-9252-744ced447767,2023-09-19 10:04:48,Tuesday,Breakfast,Completed,1,10.67,0.85,0.0,0.96,0.0,12.48,PayPal
01a275e2-7062-4c00-ad02-b50c1a8d7bde,2ac50d10-5b0c-4d24-a716-f62983328236,42287ad2-da2f-46da-b0e3-d56db981db62,2023-07-22 19:25:42,Thursday,Dinner,Completed,2,85.03999999999999,6.8,7.99,20.18,0.0,120.00999999999999,Credit Card
c08423de-6325-43ad-91a0-98f58df85515,02320877-5e0e-4b53-90b8-7d3f74c731f1,54775fe0-d6c4-480f-abc8-9679fb94dfa0,2023-08-10 18:49:04,Saturday,Dinner,Completed,2,17.98,1.44,4.99,4.12,0.0,28.530000000000005,Credit Card
e69faa1d-9f8e-4e4f-a51c-fa8b3eaf5adf,2f51e328-059e-4288-a2b6-1a96b194a4bf,d4cff1ca-42df-4a86-9062-136e00f11750,2023-12-19 21:08:43,Thursday,Dinner,Completed,3,28.04,2.24,2.99,1.76,0.0,35.03,Debit Card
8c42676b-4194-4170-8667-9a7d9aedc79e,8e59b6ad-7e38-4113-934f-97a5d3b9b29c,547a2699-78dd-44fe-8b7e-51bd349c71b2,2023-06-21 14:42:26,Wednesday,Lunch,Completed,3,53.410000000000004,4.27,6.99,9.17,0.0,73.84,Apple Pay
7492454f-dfb4-487e-849b-1ea476118e38,02320877-5e0e-4b53-90b8-7d3f74c731f1,c381bf47-ffe9-4b70-9f84-6cd190f496e7,2023-11-03 20:23:56,Wednesday,Dinner,Completed,2,12.78,1.02,2.99,0.47,0.0,17.259999999999998,Credit Card
2c3dac4e-e298-40aa-968f-5988db850c8a,c390382a-dcc6-4b43-8e0e-a0758024fef6,4739a2fd-3e9c-4f68-8fed-96370dade7d3,2023-05-11 23:32:59,Tuesday,Late Night,Completed,2,102.39,8.19,5.99,15.24,0.0,131.81,Credit Card
3883fa1a-4e6e-4511-abef-89bb3a346682,10665875-5868-4390-80d7-381856302b47,e022c067-fc2d-4209-898c-68398e8e86f5,2023-05-18 01:02:06,Friday,Late Night,Completed,2,61.6,4.93,7.99,4.27,0.0,78.78999999999999,Credit Card
f620231d-d88a-4ddb-855e-89a66392654b,8f7df033-228a-4d95-a910-f4699daa9175,3423197e-149d-4ace-ad33-f2ff4b16a1c2,2023-01-12 18:51:20,Wednesday,Dinner,Completed,2,38.5,3.08,3.99,5.5,0.0,51.07,Debit Card
a9f6a2b7-a286-4c2c-8840-c56ba8f0cf4b,14c40f52-4fd2-4dbb-a9f1-5dc75fd5cfc2,cd03d8e9-b448-4cdf-a391-551add78c13f,2023-03-26 11:15:14,Friday,Lunch,Completed,4,44.21,3.54,4.99,4.52,0.0,57.260000000000005,Apple Pay
febfdc18-5a7c-4a91-8960-8c9ec9bde119,19e9b500-10e6-4fca-acaf-b2df722c767e,7a69b43e-40d3-473f-aa9c-cf21eed26396,2023-09-17 19:09:28,Monday,Dinner,Completed,2,54.43000000000001,4.35,5.99,2.82,0.0,67.59,Debit Card
